,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40
Seq454,0.0006111908,0.00038563609,0.00020721888,9.894551e-05,4.8218924e-05,2.772592e-05,1.9549077e-05,1.6040258e-05,1.4393953e-05,1.3559316e-05,1.31100805e-05,1.2856754e-05,1.2708374e-05,1.2618571e-05,1.2562642e-05,1.2526918e-05,1.2503597e-05,1.2488081e-05,1.2477581e-05,1.2470347e-05,1.246533e-05,1.2461787e-05,1.2459269e-05,1.2457451e-05,0.0001987349,0.0027365312,0.0077550854,0.03203267,0.036871046,0.029901383,0.11593067,0.10019925,0.033012528,0.05053141,0.16739483,0.093143135,0.060449578,0.06982162,0.10320738,0.095195405
Seq455,0.004519636,0.002851703,0.0015323422,0.00073168223,0.00035656948,0.00020502764,0.00014456152,0.0001186145,0.000106440406,0.00010026843,9.694652e-05,9.5073214e-05,9.3975985e-05,9.33119e-05,9.289831e-05,9.2634145e-05,9.246168e-05,9.234694e-05,9.226921e-05,9.2215814e-05,9.217862e-05,9.215252e-05,9.2133894e-05,9.212036e-05,9.211069e-05,9.2103495e-05,9.209822e-05,9.209418e-05,9.209119e-05,9.208891e-05,9.208715e-05,9.208584e-05,9.20847e-05,9.208382e-05,9.208312e-05,0.00010318782,0.007538515,0.10139453,0.2476251,0.630356
Seq456,0.0035433606,0.0022357139,0.0012013454,0.0005736337,0.0002795478,0.00016074021,0.0001133352,9.299293e-05,8.3448525e-05,7.860974e-05,7.600531e-05,7.453673e-05,7.367643e-05,7.31558e-05,7.283154e-05,7.2624505e-05,7.24893e-05,7.239928e-05,7.233834e-05,7.229654e-05,7.2267314e-05,7.224692e-05,7.2232244e-05,7.222171e-05,7.221406e-05,7.220849e-05,7.220435e-05,7.220118e-05,7.219885e-05,7.219706e-05,0.007068455,0.024386832,0.05854542,0.10623457,0.22845826,0.15836197,0.08139694,0.065913305,0.20350896,0.056308024
Seq457,0.0025605767,0.001615618,0.00086814107,0.00041453104,0.00020201261,0.000116157426,8.190063e-05,6.7200475e-05,6.03033e-05,5.6806595e-05,5.492453e-05,5.386322e-05,5.3241583e-05,5.2865358e-05,5.263104e-05,5.2481377e-05,5.238367e-05,5.2318668e-05,5.2274678e-05,5.2244377e-05,5.2223357e-05,5.2208514e-05,5.219796e-05,5.2190346e-05,5.2184823e-05,5.218079e-05,5.2177755e-05,5.2175514e-05,5.2173826e-05,5.2172476e-05,5.2171486e-05,5.2170788e-05,5.2170144e-05,0.0012224417,0.009411243,0.08492632,0.117660366,0.3456919,0.24893092,0.18490592
Seq458,0.0027643377,0.0017441827,0.0009372244,0.00044751784,0.00021808801,0.0001254008,8.8417975e-05,7.2548035e-05,6.5102e-05,6.132705e-05,5.9295216e-05,5.8149457e-05,5.7478355e-05,5.7072186e-05,5.681922e-05,5.665765e-05,5.6552166e-05,5.6481986e-05,5.64345e-05,5.6401786e-05,5.637909e-05,5.636307e-05,5.6351677e-05,5.6343455e-05,5.633749e-05,5.6333138e-05,5.632986e-05,5.632744e-05,5.6325618e-05,5.632417e-05,5.6323093e-05,5.6322344e-05,5.6321645e-05,5.6321107e-05,5.6320678e-05,0.00026659996,0.009216731,0.22759108,0.42097166,0.33401343
Seq459,0.004417415,0.0027872059,0.0014976858,0.0007151341,0.00034850492,0.0002003906,0.00014129204,0.00011593185,0.00010403309,9.8000695e-05,9.475383e-05,9.29229e-05,9.185048e-05,9.120142e-05,9.079718e-05,9.053899e-05,9.037043e-05,9.025828e-05,9.01824e-05,9.0130125e-05,9.0093854e-05,9.006826e-05,9.0050045e-05,9.003691e-05,9.002737e-05,9.0020425e-05,9.0015186e-05,9.001132e-05,9.000841e-05,9.000609e-05,9.0004374e-05,9.0003174e-05,9.000205e-05,0.00040437345,0.008714796,0.02875251,0.09513658,0.2474929,0.31974864,0.28724125
Seq460,0.0018801297,0.0011862839,0.0006374411,0.0003043735,0.00014832983,8.5289736e-05,6.0136346e-05,4.934266e-05,4.4278335e-05,4.1710846e-05,4.032888e-05,3.9549643e-05,3.909316e-05,3.8816914e-05,3.8644863e-05,3.8535007e-05,3.8463262e-05,3.84155e-05,3.8383198e-05,3.8360988e-05,3.8345515e-05,3.8334652e-05,3.8326867e-05,3.8321312e-05,3.831722e-05,3.8314298e-05,3.8312068e-05,3.8310423e-05,3.830918e-05,3.8308193e-05,3.830743e-05,3.8306916e-05,0.000852596,0.0024604802,0.053006906,0.09435271,0.089803346,0.24014615,0.32434604,0.18974616
Seq461,0.0009478332,0.0005980435,0.00032135454,0.00015344445,7.4777796e-05,4.299729e-05,3.0316663e-05,2.4875195e-05,2.2322109e-05,2.1027756e-05,2.0331083e-05,1.9938225e-05,1.9708115e-05,1.956885e-05,1.9482113e-05,1.9426714e-05,1.9390547e-05,1.9366486e-05,1.9350202e-05,1.9338986e-05,1.9331204e-05,1.9325711e-05,1.9321802e-05,1.9318984e-05,1.9316942e-05,1.9315448e-05,1.9314324e-05,1.9313495e-05,1.9312869e-05,1.9312372e-05,1.9312003e-05,1.9311745e-05,0.0014661103,0.014079442,0.015997982,0.06279582,0.06463167,0.048568703,0.4291745,0.36062104
Seq462,0.0037095633,0.0023405808,0.0012576949,0.0006005402,0.00029266012,0.0001682798,0.00011865123,9.7354794e-05,8.736271e-05,8.229696e-05,7.957037e-05,7.803291e-05,7.713225e-05,7.65872e-05,7.624774e-05,7.603099e-05,7.588944e-05,7.57952e-05,7.57314e-05,7.568764e-05,7.5657044e-05,7.563569e-05,7.562032e-05,7.560929e-05,7.560129e-05,7.559545e-05,7.5591124e-05,7.5587806e-05,7.5585354e-05,7.5583484e-05,7.5581964e-05,7.5580894e-05,7.558003e-05,7.557931e-05,0.0022533352,0.020736339,0.08283111,0.14694695,0.36959684,0.36705527
Seq463,0.05588044,0.03525824,0.018945768,0.009046467,0.004408597,0.0025349471,0.0017873483,0.0014665412,0.0013160215,0.0012397118,0.0011986387,0.0011754779,0.0011619112,0.0011537005,0.0011485869,0.0011453213,0.0011431891,0.0011417699,0.0011408094,0.0011401492,0.0011396894,0.0011393665,0.0011391357,0.0011389694,0.001138849,0.0011387609,0.0011386952,0.0011386458,0.0011386089,0.0011385801,0.0011385579,0.0011385422,0.0011385286,0.0011385177,0.001138509,0.0011385025,0.0049238927,0.0681627,0.32259196,0.44266734
Seq464,0.0033036363,0.0020844578,0.001120069,0.0005348248,0.00026063516,0.00014986543,0.000105667576,8.670154e-05,7.7802855e-05,7.329144e-05,7.086321e-05,6.949392e-05,6.869189e-05,6.8206486e-05,6.790416e-05,6.771107e-05,6.758501e-05,6.750115e-05,6.744439e-05,6.740529e-05,6.737817e-05,6.7359026e-05,6.7345405e-05,6.733558e-05,6.732846e-05,6.732326e-05,6.731934e-05,6.7316454e-05,6.7314264e-05,6.731253e-05,6.731125e-05,6.731035e-05,6.730952e-05,6.730888e-05,6.730836e-05,0.0020804252,0.08675458,0.18138742,0.381598,0.33868992
Seq465,0.0017696202,0.0011165572,0.0005999739,0.0002864832,0.00013961138,8.0276615e-05,5.6601682e-05,4.644242e-05,4.1675765e-05,3.9259183e-05,3.795845e-05,3.722501e-05,3.679536e-05,3.6535348e-05,3.637341e-05,3.6270016e-05,3.6202488e-05,3.615753e-05,3.6127127e-05,3.610622e-05,3.609166e-05,3.6081437e-05,3.6074107e-05,3.606888e-05,3.6065027e-05,3.6062276e-05,3.6060177e-05,3.605863e-05,3.6057463e-05,3.6056535e-05,3.605581e-05,3.605533e-05,0.00049449655,0.004315968,0.055106558,0.10194996,0.10421248,0.1716181,0.34305558,0.21427175
Seq466,0.00092539785,0.00058388774,0.00031374788,0.00014981233,7.300775e-05,4.1979518e-05,2.9599049e-05,2.4286406e-05,2.179375e-05,2.0530035e-05,1.9849833e-05,1.9466292e-05,1.9241614e-05,1.9105644e-05,1.9020961e-05,1.896689e-05,1.893158e-05,1.890807e-05,1.8892171e-05,1.8881237e-05,1.8873623e-05,1.8868277e-05,1.8864446e-05,1.886171e-05,1.8859697e-05,1.8858256e-05,1.885716e-05,1.885635e-05,1.885574e-05,1.8855253e-05,1.8854875e-05,0.0013715691,0.0016114818,0.0122329695,0.06534791,0.1286603,0.26227334,0.09920674,0.24772857,0.17898439
Seq467,0.025950095,0.016373435,0.008798148,0.0042010513,0.0020472913,0.0011771936,0.0008300193,0.0006810414,0.00061114214,0.00057570485,0.00055663113,0.0005458756,0.00053957535,0.0005357625,0.0005333878,0.00053187134,0.0005308811,0.0005302221,0.00052977604,0.0005294694,0.0005292559,0.000529106,0.0005289988,0.0005289216,0.0005288656,0.0005288248,0.00052879425,0.0005287713,0.00052875414,0.00052874075,0.00052873045,0.0005287232,0.00052871683,0.0005287118,0.00052870775,0.0005287048,0.004701644,0.05294912,0.17066842,0.696611
Seq468,0.0095931655,0.006052891,0.0032524772,0.0015530342,0.0007568376,0.00043518198,0.00030683947,0.00025176565,0.0002259255,0.00021282515,0.00020577402,0.00020179794,0.0001994689,0.00019805935,0.00019718148,0.00019662087,0.00019625481,0.00019601118,0.00019584628,0.00019573295,0.00019565399,0.0001955986,0.00019555895,0.00019553042,0.00019550973,0.00019549463,0.00019548334,0.00019547486,0.00019546853,0.00019546358,0.00019545977,0.00019545705,0.00019545473,0.00019545286,0.00025932305,0.0041421535,0.026025029,0.13198082,0.43121088,0.37902108
Seq469,0.0012699527,0.00080128765,0.00043056614,0.00020559222,0.000100190904,5.760983e-05,4.061971e-05,3.3329005e-05,2.9908255e-05,2.8174018e-05,2.7240556e-05,2.6714211e-05,2.6405878e-05,2.6219283e-05,2.6103067e-05,2.6028865e-05,2.5980406e-05,2.5948142e-05,2.5926325e-05,2.591132e-05,2.5900872e-05,2.5893536e-05,2.5888277e-05,2.5884523e-05,2.588176e-05,2.5879785e-05,2.5878278e-05,2.5877169e-05,2.587633e-05,2.5875663e-05,2.5875144e-05,2.5874799e-05,0.00086268544,0.0074650343,0.11269511,0.23103863,0.089397095,0.2083684,0.16892728,0.17767549
Seq470,0.0004886961,0.000308347,0.00016568803,7.9114834e-05,3.8554917e-05,2.2169086e-05,1.5631049e-05,1.2825467e-05,1.1509114e-05,1.0841756e-05,1.0482567e-05,1.0280011e-05,1.016137e-05,1.0089565e-05,1.0044845e-05,1.0016281e-05,9.997633e-06,9.985227e-06,9.976822e-06,9.971048e-06,9.967027e-06,9.964205e-06,9.962189e-06,0.00041584347,0.003099643,0.018220957,0.13469078,0.040895123,0.07759398,0.036674358,0.0848844,0.07145972,0.045521285,0.095173135,0.057591394,0.08613036,0.056841344,0.06502322,0.073488645,0.051011547
Seq471,0.0076725963,0.00484109,0.0026013262,0.0012421145,0.00060531724,0.00034805792,0.00024540976,0.00020136172,0.00018069478,0.00017021716,0.00016457766,0.0001613976,0.00015953484,0.00015840749,0.00015770539,0.000157257,0.00015696423,0.00015676938,0.00015663748,0.00015654684,0.0001564837,0.00015643939,0.00015640768,0.00015638486,0.0001563683,0.00015635623,0.00015634722,0.00015634042,0.00015633536,0.0001563314,0.00015632834,0.00015632619,0.00015632433,0.00015632284,0.00015632165,0.0039564995,0.050530605,0.2639594,0.3023287,0.35718542
Seq472,0.0018480337,0.0011660329,0.0006265596,0.0002991777,0.00014579769,8.383379e-05,5.9109785e-05,4.8500304e-05,4.3522436e-05,4.0998777e-05,3.9640443e-05,3.8874467e-05,3.8425816e-05,3.8154285e-05,3.798517e-05,3.7877155e-05,3.7806636e-05,3.7759724e-05,3.7727976e-05,3.7706104e-05,3.7690934e-05,3.7680224e-05,3.7672606e-05,3.766711e-05,3.766312e-05,3.766021e-05,3.765802e-05,3.7656406e-05,3.7655183e-05,3.7654216e-05,3.7653495e-05,3.7652993e-05,0.0012162584,0.0053910334,0.044051092,0.07367489,0.119762555,0.2663369,0.16477837,0.31959343
Seq473,0.008486272,0.0053544864,0.0028771958,0.0013738401,0.00066951086,0.00038496932,0.00027143533,0.00022271604,0.00019985739,0.00018826862,0.00018203106,0.00017851374,0.00017645345,0.00017520654,0.00017442995,0.00017393404,0.00017361021,0.00017339468,0.00017324883,0.00017314857,0.00017307872,0.00017302971,0.00017299465,0.0001729694,0.00017295111,0.00017293774,0.00017292776,0.00017292025,0.00017291465,0.00017291028,0.0001729069,0.0001729045,0.00017290245,0.0001729008,0.0011583869,0.014865981,0.14878772,0.11453922,0.19256982,0.503875
Seq474,0.0014833363,0.00093592383,0.0005029119,0.00024013681,0.00011702547,6.72897e-05,4.744483e-05,3.8929105e-05,3.4933582e-05,3.2907952e-05,3.1817643e-05,3.1202857e-05,3.084272e-05,3.0624768e-05,3.0489029e-05,3.040236e-05,3.0345758e-05,3.0308074e-05,3.028259e-05,3.0265066e-05,3.025286e-05,3.0244291e-05,3.0238149e-05,3.0233765e-05,3.0230536e-05,3.022823e-05,3.022647e-05,3.0225174e-05,3.0224195e-05,0.0006906215,0.010284251,0.15440278,0.1276473,0.06441971,0.052704398,0.1250265,0.075646564,0.083834775,0.08712915,0.21413451
Seq475,0.0006683844,0.0004217229,0.00022660977,0.00010820452,5.273115e-05,3.0320425e-05,2.1378419e-05,1.7541255e-05,1.5740894e-05,1.4828154e-05,1.4336895e-05,1.4059863e-05,1.38975975e-05,1.3799392e-05,1.3738228e-05,1.3699161e-05,1.3673656e-05,1.3656689e-05,1.3645194e-05,1.3637296e-05,0.00064986857,0.0028577356,0.0028264145,0.0043122703,0.00867215,0.039174903,0.08489427,0.043775342,0.06861952,0.05290055,0.09736095,0.058307733,0.037121378,0.0077140713,0.02540063,0.04447253,0.03054459,0.14537756,0.2115226,0.03177921
Seq476,0.0016633868,0.0010495282,0.0005639567,0.00026928523,0.00013123025,7.54575e-05,5.320381e-05,4.3654378e-05,3.9173872e-05,3.690237e-05,3.567975e-05,3.4990342e-05,3.4586486e-05,3.4342083e-05,3.4189867e-05,3.4092678e-05,3.4029206e-05,3.3986944e-05,3.395834e-05,3.393872e-05,3.3924996e-05,3.391542e-05,3.390853e-05,3.3903587e-05,3.3899996e-05,3.389738e-05,3.389544e-05,3.3893954e-05,3.3892855e-05,0.00078867644,0.012699843,0.07698521,0.05083456,0.068656586,0.07133061,0.07934376,0.08782946,0.107229866,0.19282077,0.24690592
Seq477,0.0025007464,0.0015778675,0.0008478561,0.00040484514,0.00019729241,0.0001134433,7.9986945e-05,6.563028e-05,5.8894257e-05,5.547926e-05,5.364117e-05,5.2604708e-05,5.199755e-05,5.163011e-05,5.1401268e-05,5.1255152e-05,5.1159725e-05,5.1096195e-05,5.1053183e-05,5.102369e-05,5.100306e-05,5.0988663e-05,5.097831e-05,5.097087e-05,5.0965475e-05,5.096154e-05,5.095862e-05,5.0956383e-05,5.0954735e-05,5.095347e-05,5.0952447e-05,5.095172e-05,5.0951137e-05,0.00048537098,0.0034840442,0.019781675,0.061783582,0.12784943,0.30321866,0.47631574
Seq478,0.005462892,0.0034468586,0.0018521455,0.000884386,0.00043098617,0.00024781737,0.00017473186,0.00014336963,0.00012865476,0.00012119469,0.00011717938,0.00011491523,0.00011358888,0.00011278621,0.0001122863,0.00011196711,0.00011175865,0.00011161987,0.000111525915,0.00011146147,0.00011141641,0.000111384965,0.000111362344,0.00011134609,0.0001113343,0.00011132571,0.000111319336,0.000111314446,0.000111310845,0.00011130809,0.00011130586,0.00011130426,0.00011130299,0.00011130193,0.003049756,0.015499625,0.014842512,0.107651934,0.24344213,0.59993327
Seq479,0.0015012205,0.00094720797,0.0005089754,0.00024303206,0.0001184364,6.810099e-05,4.8016856e-05,3.9398426e-05,3.5354733e-05,3.3304677e-05,3.220129e-05,3.1579064e-05,3.1214608e-05,3.0994033e-05,3.0856656e-05,3.076891e-05,3.0711628e-05,3.0673516e-05,3.0647698e-05,3.0629963e-05,3.0617608e-05,3.0608935e-05,3.060275e-05,3.0598254e-05,3.0595045e-05,3.059265e-05,3.05909e-05,3.058956e-05,3.0588566e-05,0.00057503604,0.010360239,0.037794814,0.14130132,0.08135784,0.098182835,0.07778683,0.03483482,0.066594295,0.18454203,0.26254123
Seq480,0.00046949586,0.00029623247,0.00015917838,7.600652e-05,3.704011e-05,2.1298094e-05,1.5016926e-05,1.2321583e-05,1.1056949e-05,1.0415808e-05,1.0070711e-05,9.876124e-06,9.762134e-06,9.693151e-06,9.650187e-06,9.622755e-06,9.60484e-06,9.592913e-06,9.584846e-06,9.579299e-06,9.575436e-06,9.572724e-06,9.570779e-06,9.569392e-06,9.568371e-06,0.000638097,0.0011185892,0.0012027664,0.0015889022,0.00786225,0.04248167,0.0438928,0.0021676167,0.018057503,0.025350114,0.14654869,0.22405276,0.27022842,0.13274655,0.08081032
Seq481,0.0009825561,0.0006199522,0.00033312704,0.00015906573,7.75172e-05,4.4572454e-05,3.1427284e-05,2.5786474e-05,2.3139855e-05,2.1798087e-05,2.1075892e-05,2.0668642e-05,2.0430105e-05,2.0285735e-05,2.0195821e-05,2.0138394e-05,2.0100899e-05,2.0075957e-05,2.0059078e-05,2.004745e-05,2.0039384e-05,2.0033689e-05,2.002964e-05,2.0026717e-05,2.0024596e-05,2.002305e-05,2.0021884e-05,2.0021027e-05,2.0020376e-05,0.00082373415,0.0031503316,0.020832712,0.107578784,0.12760893,0.1156421,0.09650333,0.11944368,0.12815279,0.13199206,0.14556943
Seq482,0.0020137178,0.0012705725,0.000682733,0.0003260001,0.00015886906,9.13498e-05,6.44092e-05,5.2848587e-05,4.742443e-05,4.467451e-05,4.3194355e-05,4.235975e-05,4.1870837e-05,4.157496e-05,4.1390682e-05,4.1273022e-05,4.119618e-05,4.114502e-05,4.111043e-05,4.1086634e-05,4.1070067e-05,4.1058433e-05,4.1050094e-05,4.1044146e-05,4.1039762e-05,4.103663e-05,4.1034244e-05,4.1032483e-05,4.1031155e-05,4.1030093e-05,4.1029274e-05,4.1028725e-05,4.1028256e-05,0.0013581155,0.0123211555,0.07105798,0.13968605,0.3137016,0.23087037,0.22530235
Seq483,0.0012331876,0.0007780904,0.00041810126,0.00019964032,9.729037e-05,5.594202e-05,3.944377e-05,3.23641e-05,2.9042383e-05,2.7358354e-05,2.6451966e-05,2.5940833e-05,2.564145e-05,2.5460256e-05,2.5347408e-05,2.5275329e-05,2.5228272e-05,2.5196967e-05,2.5175757e-05,2.5161187e-05,2.515104e-05,2.5143918e-05,2.5138834e-05,2.5135143e-05,2.5132505e-05,2.513054e-05,2.5129102e-05,2.5128e-05,2.5127185e-05,2.5126563e-05,2.5126083e-05,0.0009233044,0.0049633095,0.03776085,0.087985195,0.14302568,0.10184633,0.22340241,0.24192066,0.15473047
Seq484,0.0066780997,0.0042136046,0.0022641511,0.0010811157,0.000526858,0.00030294378,0.00021360055,0.00017526187,0.00015727372,0.00014815417,0.00014324565,0.00014047779,0.00013885646,0.00013787523,0.00013726413,0.00013687386,0.00013661904,0.00013644944,0.00013633467,0.00013625577,0.0001362008,0.00013616223,0.00013613464,0.00013611477,0.00013610037,0.00013608986,0.000136082,0.0001360761,0.00013607169,0.00013606825,0.00013606559,0.00013606371,0.00034915336,0.0048894472,0.033433538,0.04539701,0.22063807,0.20338221,0.29232025,0.18081574
Seq485,0.0035089948,0.0022140304,0.0011896938,0.00056807016,0.00027683654,0.00015918123,0.00011223599,9.209102e-05,8.263918e-05,7.7847326e-05,7.526816e-05,7.3813746e-05,7.296186e-05,7.244628e-05,7.212517e-05,7.1920076e-05,7.178618e-05,7.16971e-05,7.1636816e-05,7.159529e-05,7.156649e-05,7.154615e-05,7.1531686e-05,7.1521245e-05,7.151368e-05,7.1508155e-05,7.150399e-05,7.150092e-05,7.149861e-05,7.149676e-05,7.14954e-05,7.149445e-05,7.149356e-05,7.1492876e-05,8.760902e-05,0.0027936592,0.13007161,0.3846302,0.16885014,0.30355877
Seq486,0.001738445,0.0010968868,0.00058940426,0.00028143625,0.00013715184,7.886239e-05,5.5604534e-05,4.5624205e-05,4.0941526e-05,3.856752e-05,3.7289774e-05,3.656922e-05,3.6147176e-05,3.5891742e-05,3.573266e-05,3.563105e-05,3.5564713e-05,3.552058e-05,3.549068e-05,3.547014e-05,3.5455836e-05,3.5445795e-05,3.543863e-05,3.5433426e-05,3.5429708e-05,3.5426936e-05,3.542491e-05,3.5423356e-05,3.5422207e-05,0.00058025005,0.005470289,0.03283052,0.09956863,0.06500654,0.09030291,0.07466013,0.033285413,0.08114568,0.20657042,0.30579802
Seq487,0.01097373,0.0069239694,0.0037205452,0.0017765333,0.00086575496,0.00049780955,0.00035099708,0.0002879976,0.00025843873,0.00024345308,0.00023538721,0.0002308388,0.0002281747,0.0002265623,0.0002255581,0.0002249167,0.00022449796,0.00022421939,0.00022403065,0.00022390099,0.0002238107,0.00022374732,0.0002237021,0.00022366944,0.00022364577,0.0002236285,0.0002236155,0.00022360588,0.00022359865,0.00022359288,0.00022358862,0.00022358542,0.00022358287,0.00022358073,0.00022357902,0.0010044705,0.010418954,0.12120307,0.30507064,0.530781
Seq488,0.0020958646,0.0013224039,0.00071058417,0.0003392988,0.0001653499,9.5076284e-05,6.703668e-05,5.500448e-05,4.9359045e-05,4.6496945e-05,4.495641e-05,4.4087756e-05,4.3578897e-05,4.327095e-05,4.307916e-05,4.2956697e-05,4.2876723e-05,4.2823474e-05,4.2787473e-05,4.276271e-05,4.2745465e-05,4.2733358e-05,4.2724678e-05,4.2718486e-05,4.2713924e-05,4.2710664e-05,4.270818e-05,4.2706346e-05,4.2704964e-05,4.270386e-05,4.2703006e-05,8.470312e-05,0.0007725841,0.0055289473,0.01731852,0.07061018,0.004800885,0.28487197,0.43332735,0.17683539
Seq489,0.0011899633,0.00075081765,0.00040344647,0.00019264276,9.388027e-05,5.3981206e-05,3.8061236e-05,3.1229712e-05,2.8024426e-05,2.639942e-05,2.5524803e-05,2.5031586e-05,2.4742696e-05,2.4567855e-05,2.4458961e-05,2.4389408e-05,2.4344e-05,2.4313791e-05,2.4293326e-05,2.4279268e-05,2.4269475e-05,2.4262603e-05,2.4257697e-05,2.4254135e-05,2.425159e-05,2.4249694e-05,2.4248307e-05,0.00026567746,0.0070501436,0.012107464,0.034268595,0.20905194,0.19260007,0.06917793,0.012628208,0.019581035,0.023241214,0.059815794,0.22601436,0.13097341
Seq490,0.0005084121,0.000320787,0.00017237266,8.230669e-05,4.011036e-05,2.306349e-05,1.6261678e-05,1.3342906e-05,1.1973446e-05,1.1279163e-05,1.0905472e-05,1.06947555e-05,1.0571317e-05,1.0496615e-05,1.045009e-05,1.0420384e-05,1.0400984e-05,1.03880675e-05,5.430924e-05,0.00091211265,0.0013547193,0.002723199,0.00058553624,0.0038721263,0.00580714,0.030513033,0.19945139,0.07968573,0.07576977,0.08269979,0.05477668,0.062366433,0.0657419,0.043154158,0.04380697,0.11715027,0.01936499,0.038207844,0.05181003,0.018907474
Seq491,0.0005555663,0.0003505393,0.00018835979,8.9940426e-05,4.3830536e-05,2.520257e-05,1.7769906e-05,1.4580426e-05,1.3083952e-05,1.2325276e-05,1.1916937e-05,1.1686666e-05,1.155179e-05,1.1470161e-05,1.141932e-05,1.1386847e-05,1.1365648e-05,1.1351545e-05,1.1341989e-05,1.1335425e-05,1.1330853e-05,1.1327646e-05,1.1325355e-05,0.00023583233,0.0037035632,0.020394936,0.02259386,0.028603844,0.006781593,0.01271858,0.022738384,0.07568123,0.03499377,0.096279755,0.09071854,0.15760241,0.15371294,0.13393414,0.084699765,0.053146776
Seq492,0.0012277312,0.0007746477,0.00041625137,0.000198757,9.685991e-05,5.56945e-05,3.926925e-05,3.2220934e-05,2.891391e-05,2.723733e-05,2.6334903e-05,2.5826057e-05,2.5527974e-05,2.5347581e-05,2.5235233e-05,2.5163497e-05,2.511665e-05,2.5085457e-05,2.5064366e-05,2.5049862e-05,2.5039757e-05,2.5032665e-05,2.502758e-05,0.0021986677,0.0040267203,0.011757377,0.030620078,0.023374472,0.0042704614,0.013931178,0.06357944,0.020163814,0.037559755,0.12809278,0.086602174,0.06163387,0.034112267,0.0056588184,0.24386951,0.22532207
Seq493,0.0020418465,0.0012883205,0.00069226976,0.0003305538,0.00016108822,9.2625814e-05,6.5308894e-05,5.3586755e-05,4.808683e-05,4.5298504e-05,4.3797754e-05,4.2951448e-05,4.2455744e-05,4.2155738e-05,4.1968884e-05,4.1849544e-05,4.177163e-05,4.171979e-05,4.1684674e-05,4.166055e-05,4.164375e-05,4.1631956e-05,4.1623538e-05,4.161743e-05,4.1613064e-05,4.160981e-05,4.1607425e-05,4.1605603e-05,4.1604253e-05,4.160322e-05,4.160243e-05,4.1601834e-05,0.00019047025,0.0056550605,0.028360745,0.19734891,0.3288614,0.2085778,0.15681058,0.06845469
